model,task,scheduler,start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time,mns,max_tokens,n_samples,energy_per_token,time_per_token_ms,token_per_second,decode_token_per_second,decode_timer_per_token_ms,PD_ratio
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752788586.5744908,batch_0_mns32_max-toks256_n128,61.32799482345581,17859.733000010252,17024,32768,1.3978049755096436,61.32741928100586,32,256,128,0.5450357971194535,1.8715643091127276,534.3073761718259,585.6097710357091,1.707621780680675,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752788671.1302283,batch_0_mns16_max-toks256_n128,109.33889436721802,32395.31400001049,17024,32768,0.8025550842285156,109.33787536621094,16,256,128,0.9886265258792264,3.3367271535098553,299.6920738008167,317.14429073370695,3.153138899920034,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752788803.584787,batch_0_mns8_max-toks256_n128,204.8328964710236,61034.87199997902,17024,32768,0.4180552959442138,204.83233499526975,8,256,128,1.8626364746087347,6.250986785744316,159.97430375953056,164.72867241379052,6.070588594850373,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752789032.0970888,batch_0_mns1_max-toks256_n128,1540.047634601593,459361.49399998784,17024,32768,0.1321251392364502,1540.0469779968262,1,256,128,14.018600280761348,46.9985039671883,21.277263938967064,21.429477218198947,46.664694141523505,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790595.2492323,batch_0_mns256_max-toks128_n128,17.749752521514893,5094.988999992609,17024,16384,5.111450433731079,17.748516082763672,256,128,128,0.31097344970658014,1.0832834523171186,923.0551231709044,1069.8940889112187,0.9346719552564808,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790635.7772565,batch_0_mns128_max-toks128_n128,18.752475261688232,5181.314999997616,17024,16384,5.13336181640625,18.7517147064209,128,128,128,0.31624237060532323,1.1445138370618224,873.697993004311,1193.6166084020326,0.8377899511123267,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790677.3048673,batch_0_mns64_max-toks128_n128,20.027852535247803,5902.620999991894,17024,16384,2.661797285079956,20.027231454849243,64,128,128,0.3602673950190365,1.2223652011016384,818.0607467108696,1105.5301150589435,0.9045434279704657,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790720.1931794,batch_0_mns32_max-toks128_n128,31.980862379074097,9465.870000004768,17024,16384,1.3958187103271484,31.980227947235107,32,128,128,0.5777508544924785,1.9519182096701115,512.306385168665,615.8138495324044,1.6238673436125433,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790774.8926406,batch_0_mns16_max-toks128_n128,56.4468846321106,16728.875,17024,16384,0.7453505992889404,56.44635605812073,16,128,128,1.0210494995117188,3.4452121617505327,290.2551683194174,322.0025016248509,3.1055659349039786,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790854.1103024,batch_0_mns8_max-toks128_n128,104.57725191116332,31119.820999979973,17024,16384,0.4195306301116943,104.57619166374208,8,128,128,1.899403137205809,6.382824198226445,156.66887110322943,166.10677526954765,6.02022402985828,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752790981.47529,batch_0_mns1_max-toks128_n128,771.0725073814392,229986.06200000644,17024,16384,0.1309294700622558,771.0718333721161,1,128,128,14.03723522949258,47.06248982984107,21.24832599159842,21.550720278934882,46.402161368938884,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752791775.5151503,batch_0_mns256_max-toks512_n256,162.58430767059326,46938.91999998689,34048,131072,5.124992609024048,162.5827739238739,256,512,256,0.3581155395506812,1.2404081262502586,806.1786643367864,830.7923856321156,1.203670155497563,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752791961.0498755,batch_0_mns128_max-toks512_n256,154.64258694648743,45191.09499999881,34048,131072,5.153898000717163,154.64180254936218,128,512,256,0.3447806930541901,1.1798233226727461,847.5802338029705,906.3372672899109,1.1033420296068759,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752792138.5914795,batch_0_mns64_max-toks512_n256,173.8928680419922,50961.227000027895,34048,131072,2.721254587173462,173.89123606681824,64,512,256,0.38880330657980267,1.3266848454804858,753.7514417690111,802.5135000929846,1.2460849566818917,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752792335.3676956,batch_0_mns32_max-toks512_n256,237.4699347019196,69636.32800000906,34048,131072,1.4570684432983398,237.46857857704163,32,512,256,0.5312830200196004,1.8117414747393923,551.9519772662003,579.3102067500463,1.726190887624854,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752792596.1883564,batch_0_mns16_max-toks512_n256,428.4220702648163,126964.81999999283,34048,131072,0.7942099571228027,428.4213387966156,16,512,256,0.9686647033690859,3.2685954192857025,305.94128803630906,314.6773413449541,3.177858296774488,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752793048.0404332,batch_0_mns8_max-toks512_n256,814.0832669734955,241991.31200000644,34048,131072,0.4723653793334961,814.0818357467651,8,512,256,1.8462471923828616,6.210951505636331,161.00564317859562,163.73130039356673,6.107567689233913,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752793886.050712,batch_0_mns1_max-toks512_n256,6134.418515443802,1830407.404000014,34048,131072,0.1798205375671386,6134.417630434036,1,512,256,13.964900238037217,46.80189232203702,21.366654340589516,21.48615957256709,46.54158862697693,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752800043.6583998,batch_0_mns256_max-toks256_n256,75.45005965232849,21737.15100002289,34048,65536,5.162604808807373,75.44914627075195,256,256,256,0.3316826019290602,1.1512626078911126,868.6010362614401,928.7574880230183,1.0767073352255074,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752800141.9239843,batch_0_mns128_max-toks256_n256,72.82263851165771,21115.15000000596,34048,65536,5.144321203231812,72.82175803184509,128,256,256,0.3221916198731378,1.1111718449683394,899.9399271904815,1043.91217682917,0.9579349893565272,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752800237.6956892,batch_0_mns64_max-toks256_n256,74.3268175125122,21484.54999998212,34048,65536,2.855548620223999,74.32553052902222,64,256,256,0.3278282165524615,1.134117592300754,881.7275136119966,1037.7615643160266,0.9636124851656895,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752800334.8973155,batch_0_mns32_max-toks256_n256,122.50812315940856,35899.475999981165,34048,65536,1.451883316040039,122.50757312774658,32,256,256,0.5477825317379938,1.8693172169150785,534.9522816109429,588.675269518174,1.6987294214321116,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752800480.2110133,batch_0_mns16_max-toks256_n256,217.67713332176208,64576.31299999356,34048,65536,0.7930078506469727,217.6764850616455,16,256,256,0.9853563385008783,3.321479569422081,301.06974949512573,318.4561002993052,3.1401502406772446,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752800723.2574372,batch_0_mns8_max-toks256_n256,407.2508854866028,121307.85199999808,34048,65536,0.4598925113677978,407.2493863105774,8,256,256,1.8510109252929394,6.2141324815456755,160.92291591139073,166.30392763632162,6.013087088278695,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752801153.569553,batch_0_mns1_max-toks256_n256,3053.9666175842285,911639.0150000156,34048,65536,0.1791472434997558,3053.965770483017,1,256,256,13.910507431030512,46.599819495895645,21.45930463766522,21.70137068540403,46.08003865270054,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752804230.677188,batch_0_mns256_max-toks128_n256,37.69489192962647,10943.043000012636,34048,32768,5.159592151641846,37.694013595581055,256,128,256,0.33395516967812,1.150330004747957,869.295501925709,999.2838615859199,1.0007166516358459,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752804291.186904,batch_0_mns128_max-toks128_n256,33.0626335144043,9669.543000012636,34048,32768,5.143181085586548,33.06200551986694,128,128,256,0.2950910339359325,1.0089723364217207,991.0886253426868,1427.4505036427802,0.7005496845235974,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752804347.0423443,batch_0_mns64_max-toks128_n256,42.46113348007202,12201.386000007393,34048,32768,2.7269296646118164,42.46009469032288,64,128,256,0.37235675048850686,1.2957792569068263,771.717505265816,1030.3797602825,0.9705159578501709,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752804412.325237,batch_0_mns32_max-toks128_n256,66.70083355903625,19471.091999977827,34048,32768,1.474321365356445,66.70019507408142,32,128,256,0.5942105712883858,2.03552841412602,491.2682233723116,592.1364601963223,1.6887999088393422,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752804501.9408534,batch_0_mns16_max-toks128_n256,113.34242010116576,33614.2650000155,34048,32768,0.8465962409973145,113.3411431312561,16,128,256,1.025825958252426,3.4588971902849153,289.1062319893324,325.78172704512883,3.0695398697468237,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1752804638.134151,batch_0_mns8_max-toks128_n256,209.9998381137848,62495.40599998832,34048,32768,0.461803674697876,209.99915480613708,8,128,256,1.9072084350582372,6.408665612980258,156.0382155258864,166.53850451385816,6.004617388147538,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,single_step,1753291741.798038,batch_0_mns256_max-toks1_n128,5.211172819137573,1547.7290000021458,17024,128,4.956435203552246,5.210960626602173,256,1,128,12.091632812516764,40.710629895329475,24.562608925563026,0.0,,0.007518796992481203
CodeLlama-34b-Instruct-hf,humaneval,single_step,1753350566.2323728,batch_0_mns1_max-toks128_n256,1516.152631998062,453019.9109999836,34048,32768,0.1711790561676025,1516.151968717575,1,128,256,13.825070526122547,46.26928615471115,21.612599753111063,22.08199416931424,45.285765059644305,0.9624060150375939
CodeLlama-7B-Instruct-AWQ,humaneval,single_step,1752795648.0502417,batch_0_mns256_max-toks512_n128,22.707725286483765,6225.011000007391,17024,65536,1.4854521751403809,22.7070746421814,256,512,128,0.09498612976085496,0.34648246219148865,2886.066269218465,2977.828471909764,0.3358151785548186,3.8496240601503757
CodeLlama-7B-Instruct-AWQ,humaneval,single_step,1752795693.9222338,batch_0_mns128_max-toks512_n128,22.868809938430783,6308.969999998808,17024,65536,1.494600534439087,22.868010997772217,128,512,128,0.09626724243162244,0.3489381560939364,2865.737227972999,3060.1365769245654,0.32678280033010787,3.8496240601503757
CodeLlama-7B-Instruct-GPTQ,humaneval,single_step,1752801399.3154972,batch_0_mns256_max-toks512_n128,20.10495519638061,5660.282999992371,17024,65536,1.3504791259765625,20.104408740997314,256,512,128,0.08636906433093827,0.3067689322051592,3259.6939092805387,3366.3899788419135,0.29705411621502464,3.8496240601503757
CodeLlama-7B-Instruct-GPTQ,humaneval,single_step,1752801442.4792137,batch_0_mns128_max-toks512_n128,20.25774121284485,5698.412000000477,17024,65536,1.346688985824585,20.257171869277958,128,512,128,0.08695086669922603,0.3090999125561212,3235.108954716309,3458.718172569188,0.28912445307944384,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805240.26006,batch_0_mns256_max-toks512_n128,21.61581897735596,5884.6839999854565,17024,65536,1.0835013389587402,21.61504316329956,256,512,128,0.08979315185524683,0.32981938420562074,3031.853665533257,3103.7196541473327,0.3221940482490917,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805284.9360726,batch_0_mns128_max-toks512_n128,21.75601410865784,5952.949999988079,17024,65536,1.0899262428283691,21.75528860092163,128,512,128,0.09083480834942748,0.3319593597552739,3012.316487417603,3164.9918661262177,0.31595657818354744,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805330.0935423,batch_0_mns64_max-toks512_n128,27.250975370407104,7680.009999990463,17024,65536,0.5975468158721924,27.250598907470703,64,512,128,0.1171876525877451,0.4158111405558884,2404.9047459478493,2510.2969324175697,0.3983592486953082,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805380.1035862,batch_0_mns32_max-toks512_n128,39.17652487754822,11294.821000009775,17024,65536,0.3329372406005859,39.17592692375183,32,512,128,0.17234529113784447,0.5977772052574437,1672.838522682705,1728.3230886782194,0.578595522186061,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805442.0219884,batch_0_mns16_max-toks512_n128,62.87810778617859,18227.344999998808,17024,65536,0.1915407180786132,62.877575635910034,16,512,128,0.2781272125243959,0.9594356633897405,1042.2705502344274,1066.2183743243988,0.9378941726019705,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805527.649609,batch_0_mns8_max-toks512_n128,109.69484972953796,31902.314999997616,17024,65536,0.1269178390502929,109.69423508644104,8,512,128,0.4867906951903933,1.6738011945562903,597.4391702216158,607.5187637631108,1.6460396939935982,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752805660.1055217,batch_0_mns1_max-toks512_n128,785.8292157649994,231569.66499999168,17024,65536,0.0713188648223877,785.8285403251648,1,512,128,3.533472671508662,11.990791936113965,83.39725564441015,84.2126512489028,11.874700358789962,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806469.02962,batch_0_mns256_max-toks256_n128,10.590494394302368,2844.763999998569,17024,32768,1.109311819076538,10.589865684509276,256,256,128,0.08681530761714383,0.3231770533602684,3094.0954010257556,3252.344091582621,0.30747054181262556,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806502.3724418,batch_0_mns128_max-toks256_n128,10.16721773147583,2795.0170000195503,17024,32768,1.0988755226135254,10.166611433029177,128,256,128,0.08529714965879975,0.3102603586739861,3222.907275660707,3599.3348341113106,0.2778291117911245,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806535.2577548,batch_0_mns64_max-toks256_n128,13.215896368026732,3624.423999994993,17024,32768,0.6088981628417969,13.215489149093628,64,256,128,0.1106086425779722,0.40330472256755456,2479.4383284720475,2720.430725265536,0.3675888493364932,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806571.2191906,batch_0_mns32_max-toks256_n128,18.789929151535038,5289.659999996424,17024,32768,0.3388707637786865,18.789365768432617,32,256,128,0.16142761230457836,0.573405937757343,1743.9129086510168,1872.155835607635,0.5341435691305236,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806612.792359,batch_0_mns16_max-toks256_n128,30.18345856666565,8648.35799998045,17024,32768,0.1934490203857422,30.182897567749023,16,256,128,0.2639269409173721,0.9211089345626533,1085.627743011157,1139.8293154461617,0.8773243383449667,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806665.6843677,batch_0_mns8_max-toks256_n128,53.55185270309448,15469.386999994516,17024,32768,0.126988410949707,53.54932999610901,8,256,128,0.47208822631819203,1.6341958616976626,611.8929289276766,633.5399038131683,1.5784325406831854,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752806751.9662805,batch_0_mns1_max-toks256_n128,388.5424416065216,114522.64599999784,17024,32768,0.0724973678588867,388.5417296886444,1,256,128,3.494953796386653,11.857352590595838,84.33570310752378,86.06170140745435,11.619570420361033,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807163.7542863,batch_0_mns256_max-toks128_n128,5.756687879562378,1473.6990000009537,17024,16384,1.1040444374084473,5.756201267242432,256,128,128,0.08994744873052696,0.3513306437525898,2846.081000529337,3123.3514425823237,0.32016890138153015,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807192.2665572,batch_0_mns128_max-toks128_n128,5.158065319061279,1428.0069999992847,17024,16384,1.0958073139190674,5.157282590866089,128,128,128,0.0871586303710501,0.31477554875891656,3176.3847463222387,4001.7152971136575,0.24989283988325614,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807220.205996,batch_0_mns64_max-toks128_n128,6.483576059341431,1811.0149999856949,17024,16384,0.6026220321655273,6.483096361160278,64,128,128,0.11053558349522064,0.395696799387224,2527.00050867672,3079.76080613475,0.3247005410316422,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807249.442765,batch_0_mns32_max-toks128_n128,9.559610843658447,2644.5660000145435,17024,16384,0.3395285606384277,9.558939933776855,32,128,128,0.16141149902432517,0.583431392442435,1713.8772977216581,1982.0772708496065,0.5045211983947303,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807281.778099,batch_0_mns16_max-toks128_n128,15.324231386184692,4225.788000017405,17024,16384,0.1939742565155029,15.32366108894348,16,128,128,0.2579216308604373,0.9352820488857104,1069.156395978902,1180.3284782278313,0.8472217848216455,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807320.0589542,batch_0_mns8_max-toks128_n128,26.990198135375977,7410.476999998093,17024,16384,0.1252636909484863,26.98959970474243,8,128,128,0.45229962158191483,1.6473144351039082,607.0351880272245,650.6048831555233,1.537031193417827,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807369.790934,batch_0_mns1_max-toks128_n128,194.53443503379825,56394.685000002384,17024,16384,0.0708150863647461,194.53378176689148,1,128,128,3.4420584106446768,11.873399766045623,84.22159293882062,87.6475488568815,11.409332183754351,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807587.2764275,batch_0_mns256_max-toks512_n256,46.23115849494934,12607.168999999762,34048,131072,1.1515626907348633,46.23063778877258,256,512,256,0.09618506622314271,0.35271177512186114,2835.1441812629323,2901.889372924902,0.3446030745796728,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807656.3480074,batch_0_mns128_max-toks512_n256,43.96946930885315,12308.305000007153,34048,131072,1.1462714672088623,43.96846437454224,128,512,256,0.0939049148560116,0.33545276164659305,2980.9775296425732,3138.811121163733,0.31859196409029034,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807723.1529045,batch_0_mns64_max-toks512_n256,55.58135366439819,15753.594999998808,34048,131072,0.6483657360076904,55.58079290390015,64,512,256,0.12019039154051825,0.4240477974235546,2358.2009317624124,2468.790476872428,0.4050566499538851,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807801.533721,batch_0_mns32_max-toks512_n256,79.59164595603943,23120.734999984503,34048,131072,0.3778538703918457,79.59083867073059,32,512,256,0.17639720916736223,0.607229909292073,1646.805998614409,1708.476225107078,0.5853168954325516,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752807904.9125917,batch_0_mns16_max-toks512_n256,126.29093718528748,36998.21099999547,34048,131072,0.2365086078643798,126.29014611244202,16,512,256,0.28227394866939903,0.9635173501010286,1037.8575289824478,1067.826443733782,0.9364817717974666,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752808054.0406938,batch_0_mns8_max-toks512_n256,222.4457144737244,65147.83600002527,34048,131072,0.1716632843017578,222.44490694999692,8,512,256,0.4970385437013647,1.6971199565887216,589.2314010638421,602.9707258774151,1.6584553065073702,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752808299.5161834,batch_0_mns1_max-toks512_n256,1571.2137746810913,463174.6099999845,34048,131072,0.1159501075744628,1571.2128806114197,1,512,256,3.5337418365477333,11.987402958766324,83.42085724560532,84.86111432727078,11.783960273529452,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752809893.7163544,batch_0_mns256_max-toks256_n256,18.51313591003418,4977.909999996424,34048,65536,1.1549785137176514,18.51179361343384,256,256,256,0.0759568786620548,0.28246755391592165,3539.9729315701334,3760.7678343700627,0.2659031463896527,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752809935.033489,batch_0_mns128_max-toks256_n256,20.59062457084656,5614.884000003338,34048,65536,1.6513020992279053,20.58957028388977,128,256,256,0.08567633056645718,0.31417190984939225,3182.807776156037,3776.025166204294,0.2648287434496132,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752809978.475334,batch_0_mns64_max-toks256_n256,25.923347234725952,7221.534999996424,34048,65536,0.652108907699585,25.922621488571167,64,256,256,0.11019187927240637,0.3955478132411372,2528.068594174845,2799.9248338991333,0.3571524449131068,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752810027.2279575,batch_0_mns32_max-toks256_n256,38.442715883255005,10921.359999984505,34048,65536,0.381760835647583,38.4420976638794,32,256,256,0.16664672851538856,0.5865798593731598,1704.7702924794232,1844.6603182796407,0.5421052266861878,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752810088.6058288,batch_0_mns16_max-toks256_n256,62.24512767791748,17884.397000014782,34048,65536,0.2393712997436523,62.24448347091675,16,256,256,0.27289424133323337,0.9497754435869865,1052.8695569412416,1117.517609450532,0.8948404853250466,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752810173.69321,batch_0_mns8_max-toks256_n256,108.81928849220276,31754.63899999857,34048,65536,0.1755282878875732,108.81857132911682,8,256,256,0.4845373382568141,1.6604396259936038,602.2461726047387,632.5435317032752,1.5809188615165506,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752810305.3254652,batch_0_mns1_max-toks256_n256,779.1306502819061,229858.0910000205,34048,65536,0.1128764152526855,779.1297688484192,1,256,256,3.5073561248782426,11.888576795172412,84.11426244916392,87.0128185903205,11.49255955847455,1.9248120300751879
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811107.5948048,batch_0_mns256_max-toks128_n256,10.12201476097107,2633.0900000035763,34048,32768,1.177784442901611,10.121032476425173,256,128,256,0.08035552978526539,0.30886939930496743,3237.3001594848847,3634.96900726249,0.27510550929101435,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811140.5067914,batch_0_mns128_max-toks128_n256,10.49094033241272,2879.539999991656,34048,32768,1.1410439014434814,10.490058660507202,128,128,256,0.08787658691380786,0.3201311847078614,3123.4569029775403,3960.6022745639807,0.25248685191700776,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811173.8218336,batch_0_mns64_max-toks128_n256,13.568371772766112,3672.965000003576,34048,32768,0.6466524600982666,13.567731857299805,64,128,256,0.11208999633799975,0.41405431693419814,2415.0281661481745,2960.5449653901296,0.33777564998686777,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811210.3504531,batch_0_mns32_max-toks128_n256,19.348953247070312,5338.518999993801,34048,32768,0.380589485168457,19.3482677936554,32,128,256,0.1629186706541077,0.5904622739763,1693.5283052049085,1994.0828430498602,0.501483678817749,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811252.524964,batch_0_mns16_max-toks128_n256,30.80277919769287,8527.365000009537,34048,32768,0.2385499477386474,30.802071571350098,16,128,256,0.26023452758818166,0.9400046255905181,1063.8001132850482,1204.7737365546434,0.830031374073404,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811306.1599214,batch_0_mns8_max-toks128_n256,54.072226762771606,15129.233000010252,34048,32768,0.1767737865447998,54.071446895599365,8,128,256,0.461707550049141,1.6501296049682423,606.004264328921,671.5209613614387,1.489156791133674,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,single_step,1752811383.034265,batch_0_mns1_max-toks128_n256,389.0734992027282,114163.07699999212,34048,32768,0.1184639930725097,389.0726010799408,1,128,256,3.48398062133765,11.873553499754053,84.22059088359063,90.62661332217856,11.03428632431612,0.9624060150375939
Codestral-22B-v0.1,humaneval,single_step,1752808135.1559525,batch_0_mns256_max-toks512_n128,32.92999625205994,9222.879999995232,17152,65536,3.278712749481201,32.92936062812805,256,512,128,0.14072998046867724,0.5024621677875984,1990.1611739752443,2090.3375660083657,0.47839163217525893,3.8208955223880596
Codestral-22B-v0.1,humaneval,single_step,1752808191.0969324,batch_0_mns128_max-toks512_n128,33.042317390441895,9310.773999989033,17152,65536,3.286947965621948,33.04176926612854,128,512,128,0.14207113647444203,0.5041773874836508,1983.3959956742474,2198.191494992531,0.4549194200223206,3.8208955223880596
