model,task,start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time,mns,max_tokens,n_samples,energy_per_token,time_per_token_ms,token_per_second,avg_power,decode_token_per_second,decode_time_per_token_ms,PD_ratio
Codestral-22B-v0.1,humaneval,1753878984.9472637,batch_0_mns8_max-toks128_n512,20.043444871902462,5878.29699999094,68608,65536,,,8,128,512,0.08969569396958832,0.305838697386207,3269.697420719851,293.27777922204,,,0.9552238805970149
Codestral-22B-v0.1,humaneval,1753879027.8963666,batch_0_mns1_max-toks128_n512,20.025463342666622,5869.503000020981,68608,65536,,,1,128,512,0.08956150817903108,0.30556432102457615,3272.633390727484,293.10198219060976,,,0.9552238805970149
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753876758.9225953,batch_0_mns512_max-toks512_n512,54.06429362297058,8822.056999981403,68096,262144,,,512,512,512,0.03365347671501695,0.206238913051493,4848.745492322894,163.1771435229319,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753876836.007846,batch_0_mns256_max-toks512_n512,48.78113460540772,9687.183000028132,68096,262144,,,256,512,512,0.0369536705018163,0.1860852607933339,5373.880745507292,198.58461838553137,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753876907.7975135,batch_0_mns128_max-toks512_n512,49.38733959197998,9842.636000037191,68096,262144,,,128,512,512,0.03754667663588406,0.18839774929801933,5307.919036857163,199.29471968632907,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753876979.9374318,batch_0_mns64_max-toks512_n512,48.76963305473328,9873.092999994757,68096,262144,,,64,512,512,0.037662860870341326,0.18604138585942567,5375.148090735079,202.4434546988361,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877051.4849198,batch_0_mns32_max-toks512_n512,48.938559770584106,9828.06400001049,68096,262144,,,32,512,512,0.03749108886722752,0.18668579014047282,5356.5940891781,200.8245450230418,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877123.2899852,batch_0_mns16_max-toks512_n512,49.44057011604309,9887.51399999857,68096,262144,,,16,512,512,0.03771787261962345,0.18860080763261067,5302.20422994144,199.98786374815987,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877195.476916,batch_0_mns8_max-toks512_n512,48.89277362823486,9817.120000004768,68096,262144,,,8,512,512,0.03744934082033069,0.18651112986844964,5361.610326983284,200.78877248100167,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877267.1540186,batch_0_mns1_max-toks512_n512,49.38953804969788,9828.510999977589,68096,262144,,,1,512,512,0.03749279403677974,0.1884061357486644,5307.682767476371,198.99985681355668,,,3.8496240601503757
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877339.307754,batch_0_mns512_max-toks300_n512,28.78161120414734,5609.073000013828,68096,153600,,,512,300,512,0.03651740234384003,0.1873802812770009,5336.740841592174,194.88391251722484,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877390.9737966,batch_0_mns256_max-toks300_n512,28.88362979888916,5584.76700001955,68096,153600,,,256,300,512,0.03635916015637728,0.18804446483651796,5317.891174671797,193.35405691407718,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877442.6783028,batch_0_mns128_max-toks300_n512,28.78320837020874,5559.274999976158,68096,153600,,,128,300,512,0.03619319661442811,0.18739067949354649,5336.444708470352,193.142992555692,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877494.1737072,batch_0_mns64_max-toks300_n512,29.227843046188354,5595.949999988079,68096,153600,,,64,300,512,0.03643196614575572,0.1902854364986221,5255.262927109197,191.4595610474874,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877546.8267338,batch_0_mns32_max-toks300_n512,28.82366943359375,5540.621999979019,68096,153600,,,32,300,512,0.03607175781236341,0.18765409787495932,5328.953704311515,192.2247274152218,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877598.3840847,batch_0_mns16_max-toks300_n512,28.8497211933136,5541.083999991417,68096,153600,,,16,300,512,0.03607476562494412,0.18782370568563542,5324.141573874182,192.06715943153222,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877649.9546106,batch_0_mns8_max-toks300_n512,28.80909824371338,5541.694000005722,68096,153600,,,8,300,512,0.03607873697920392,0.187559233357509,5331.649005484511,192.35916213430983,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877701.6683912,batch_0_mns1_max-toks300_n512,29.428671836853027,5580.367999970913,68096,153600,,,1,300,512,0.03633052083314396,0.1915929156045119,5219.399667491936,189.62350835632046,,,2.255639097744361
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877754.0000155,batch_0_mns512_max-toks256_n512,24.64703321456909,4703.826000034809,68096,131072,,,512,256,512,0.035887344360617135,0.1880419404187705,5317.962566079642,190.84755390577126,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877801.592451,batch_0_mns256_max-toks256_n512,24.623589992523197,4691.238000035286,68096,131072,,,256,256,512,0.0357913055422614,0.1878630828286987,5323.025604300559,190.51803581280194,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877848.9810903,batch_0_mns128_max-toks256_n512,24.71618223190308,4720.731999993324,68096,131072,,,128,256,512,0.03601632690424594,0.18856950555345978,5303.084382943871,190.99762073690783,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877896.4740036,batch_0_mns64_max-toks256_n512,24.632692098617557,4702.238000035286,68096,131072,,,64,256,512,0.03587522888210515,0.18793252638715788,5321.058675813841,190.89419788993288,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877943.8921962,batch_0_mns32_max-toks256_n512,24.67252492904663,4693.249000012875,68096,131072,,,32,256,512,0.03580664825449276,0.18823642676579766,5312.46803385294,190.22167425140893,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753877991.915671,batch_0_mns16_max-toks256_n512,24.696592330932617,4713.087000012398,68096,131072,,,16,256,512,0.035958000183200056,0.188420046470128,5307.290910569536,190.83956753455539,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878039.5357096,batch_0_mns8_max-toks256_n512,24.64979839324951,4693.134000003338,68096,131072,,,8,256,512,0.0358057708740489,0.18806303705787286,5317.366004741638,190.39238881923592,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878086.9541965,batch_0_mns1_max-toks256_n512,24.601328134536743,4685.597000002861,68096,131072,,,1,256,512,0.035748268127463234,0.1876932383311214,5327.842435303063,190.4611399180906,,,1.9248120300751879
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878134.3301458,batch_0_mns512_max-toks128_n512,12.76860785484314,2344.030999958515,68096,65536,,,512,128,512,0.03576707458432793,0.1948334938788321,5132.587729612368,183.5776481356519,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878169.9917126,batch_0_mns256_max-toks128_n512,13.180340766906738,2360.2260000109677,68096,65536,,,256,128,512,0.03601419067399548,0.2011160395340994,4972.253840701001,179.07169789851218,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878205.959933,batch_0_mns128_max-toks128_n512,12.803134441375732,2330.860000014305,68096,65536,,,128,128,512,0.03556610107443703,0.19536032777978107,5118.746530397128,182.0538564745281,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878241.5422935,batch_0_mns64_max-toks128_n512,12.731893539428713,2311.4330000281334,68096,65536,,,64,128,512,0.035269668579530844,0.19427327788434925,5147.388312433269,181.54667982967194,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878277.3583412,batch_0_mns32_max-toks128_n512,12.72905945777893,2294.3740000128746,68096,65536,,,32,128,512,0.035009368896680826,0.19423003323026933,5148.5343608753365,180.24693871712148,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878313.548566,batch_0_mns16_max-toks128_n512,12.699992895126345,2308.696000039577,68096,65536,,,16,128,512,0.0352279052740414,0.19378651268198158,5160.3178475123095,181.78718831610882,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878349.0133364,batch_0_mns8_max-toks128_n512,12.680498600006104,2298.455999970436,68096,65536,,,8,128,512,0.03507165527298639,0.1934890533448197,5168.251033911904,181.2591186256138,,,0.9624060150375939
DeepSeek-Coder-V2-Lite-Instruct,humaneval,1753878384.5786338,batch_0_mns1_max-toks128_n512,12.68316650390625,2297.777999997139,68096,65536,,,1,128,512,0.03506130981440947,0.19352976232767105,5167.163892377804,181.16753409248813,,,0.9624060150375939
