model,task,start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time,mns,max_tokens,n_samples,energy_per_token,time_per_token_ms,token_per_second
Codestral-22B-v0.1,humaneval,1752672746.3997958,batch_0_mns64_max-toks512_n128,52.04013442993164,14711.716000020504,17152,65536,1.7654361724853516,52.03968453407288,64,512,128,0.22448297119171912,0.7940625691844617,1259.3357169021074
Codestral-22B-v0.1,humaneval,1752672823.6884584,batch_0_mns32_max-toks512_n128,84.3141417503357,23212.02600002289,17152,65536,0.9110090732574464,84.31372022628784,32,512,128,0.35418740844761487,1.286525272007566,777.283604381101
Codestral-22B-v0.1,humaneval,1752675924.8492134,batch_0_mns128_max-toks128_n128,10.209742307662964,2846.2150000333786,17152,16384,3.259891986846924,10.20919704437256,128,128,128,0.17371917724813102,0.6231199367903174,1604.741775676642
Codestral-22B-v0.1,humaneval,1752675958.0685835,batch_0_mns64_max-toks128_n128,15.196220874786375,4038.011000037193,17152,16384,1.7357587814331057,15.195775747299194,64,128,128,0.24646063232648882,0.9274765470763668,1078.1627968559205
Codestral-22B-v0.1,humaneval,1752675996.257453,batch_0_mns32_max-toks128_n128,22.935139179229736,6027.634999990463,17152,16384,0.8979151248931885,22.934747457504272,32,128,128,0.3678976440423867,1.3998258946230635,714.3623534160845
Codestral-22B-v0.1,humaneval,1752676041.8751898,batch_0_mns128_max-toks256_n128,17.43315100669861,4855.298999965191,17152,32768,3.2623934745788574,17.4326114654541,128,256,128,0.14817196655167209,0.5320010823197663,1879.6372490210774
Codestral-22B-v0.1,humaneval,1752676082.1559196,batch_0_mns64_max-toks256_n128,27.13164472579956,7304.411000013351,17152,32768,1.7414190769195557,27.13120126724243,64,256,128,0.22291293335001683,0.8279785542981699,1207.7410098489463
Codestral-22B-v0.1,humaneval,1752676132.0397668,batch_0_mns32_max-toks256_n128,43.00667881965637,11436.669000029564,17152,32768,0.9031198024749756,43.0062837600708,32,256,128,0.34901943969816784,1.3124476245138794,761.9281678878039
Codestral-22B-v0.1,humaneval,1752676197.80446,batch_0_mns128_max-toks512_n128,33.23135709762573,9286.806999981403,17152,65536,3.2845537662506104,33.23082423210144,128,512,128,0.14170542907686468,0.5070621373306494,1972.1132606011545
Codestral-22B-v0.1,humaneval,1752676253.703216,batch_0_mns64_max-toks512_n128,52.04279279708862,14577.478999972343,17152,65536,1.7571425437927246,52.04231238365173,64,512,128,0.22243467712360143,0.7941026669868734,1259.271389518247
Codestral-22B-v0.1,humaneval,1752676328.684653,batch_0_mns32_max-toks512_n128,84.38351559638977,23161.87700003385,17152,65536,0.9103870391845704,84.38304591178894,32,512,128,0.35342219543508685,1.2875830980192404,776.644579652994
Codestral-22B-v0.1,humaneval,1752676736.5803492,batch_0_mns128_max-toks128_n128,10.22127914428711,2868.611999988556,17152,16384,3.259768009185791,10.220725536346436,128,128,128,0.1750861816399265,0.6238235800992697,1602.930491254352
Codestral-22B-v0.1,humaneval,1752676770.0721526,batch_0_mns64_max-toks128_n128,15.206513404846191,4031.399999976158,17152,16384,1.7482481002807615,15.206080675125122,64,128,128,0.2460571289047948,0.9281055099563673,1077.4330422632286
Codestral-22B-v0.1,humaneval,1752676808.434168,batch_0_mns32_max-toks128_n128,22.93654489517212,6036.84399998188,17152,16384,0.8965098857879639,22.936139822006226,32,128,128,0.36845971679576905,1.3999108778079972,714.3185721685852
Codestral-22B-v0.1,humaneval,1752676854.0906248,batch_0_mns128_max-toks256_n128,17.428757429122925,4868.342999994755,17152,32768,3.2586965560913086,17.42815065383911,128,256,128,0.1485700378416368,0.5318649491528049,1880.1110826894444
Codestral-22B-v0.1,humaneval,1752676894.254832,batch_0_mns64_max-toks256_n128,27.122289657592773,7319.277000010014,17152,32768,1.745858907699585,27.121811389923096,64,256,128,0.22336660766632122,0.8276919979834929,1208.1575860180644
Codestral-22B-v0.1,humaneval,1752676944.055329,batch_0_mns32_max-toks256_n128,42.98400115966797,11491.481999993324,17152,32768,0.9058258533477784,42.98360633850098,32,256,128,0.3506921997068275,1.3117555645294487,762.3301487983935
Codestral-22B-v0.1,humaneval,1752677009.7272012,batch_0_mns128_max-toks512_n128,33.215434551239014,9326.055000007153,17152,65536,3.2800328731536865,33.214855432510376,128,512,128,0.14230430603038258,0.506818472786108,1973.058636306637
Codestral-22B-v0.1,humaneval,1752677065.6123085,batch_0_mns64_max-toks512_n128,52.01500153541565,14524.027000010014,17152,65536,1.7545826435089111,52.01454472541809,64,512,128,0.22161906433120748,0.7936789661471266,1259.9442096599432
Codestral-22B-v0.1,humaneval,1752677140.3264463,batch_0_mns32_max-toks512_n128,84.3229751586914,23173.532000005245,17152,65536,0.9095196723937988,84.32259607315063,32,512,128,0.3536000366211738,1.2866607066825964,777.2021786074873
Codestral-22B-v0.1,humaneval,1752677411.1336124,batch_0_mns128_max-toks128_n128,10.169217586517334,2876.6069999933243,17152,16384,3.2608537673950195,10.168704509735107,128,128,128,0.1755741577144363,0.6206484686117619,1611.1367330484125
Codestral-22B-v0.1,humaneval,1752677444.8229263,batch_0_mns64_max-toks128_n128,15.096063375473022,4062.246999979019,17152,16384,1.7515203952789309,15.095670700073242,64,128,128,0.24793988036981318,0.9213666198775172,1085.3160583983454
Codestral-22B-v0.1,humaneval,1752677482.8747995,batch_0_mns32_max-toks128_n128,22.810724020004272,6038.898999989033,17152,16384,0.8956506252288818,22.81038761138916,32,128,128,0.36858514404229936,1.3922355719842017,718.2586570085087
Codestral-22B-v0.1,humaneval,1752677528.3920045,batch_0_mns128_max-toks256_n128,17.261539220809937,4848.630000054836,17152,32768,3.2618658542633057,17.26101279258728,128,256,128,0.14796844482589222,0.5267643064144067,1898.3243371770689
Codestral-22B-v0.1,humaneval,1752677568.3280208,batch_0_mns64_max-toks256_n128,26.89432001113892,7416.775000035763,17152,32768,1.747068166732788,26.893927335739136,64,256,128,0.22634201049913827,0.8207375285564922,1218.3985312299533
Codestral-22B-v0.1,humaneval,1752677617.8964682,batch_0_mns32_max-toks256_n128,42.74795579910278,12111.616999983788,17152,32768,0.9145176410675048,42.74758219718933,32,256,128,0.36961721801708336,1.3045526793575846,766.5395780325887
Codestral-22B-v0.1,humaneval,1752677683.366455,batch_0_mns128_max-toks512_n128,32.933560848236084,9531.895999968052,17152,65536,3.3370916843414307,32.93307542800903,128,512,128,0.1454451904292,0.5025188511353917,1989.9457669336748
Codestral-22B-v0.1,humaneval,1752677739.06992,batch_0_mns64_max-toks512_n128,51.9285626411438,15213.72200000286,17152,65536,1.7989487648010254,51.9281907081604,64,512,128,0.23214297485355925,0.792361308413092,1262.0414790390294
Codestral-22B-v0.1,humaneval,1752677813.6541157,batch_0_mns32_max-toks512_n128,84.03389048576355,24774.738999962807,17152,65536,0.9305243492126464,84.03354287147522,32,512,128,0.37803251647892466,1.282250104850391,779.8758289205075
Codestral-22B-v0.1,humaneval,1752678965.0890875,batch_0_mns128_max-toks128_n128,10.144259691238403,2863.1319999694824,17152,16384,3.254417657852173,10.143761157989502,128,128,128,0.17475170898251235,0.6191260472405702,1615.100608490027
Codestral-22B-v0.1,humaneval,1752678998.2259457,batch_0_mns64_max-toks128_n128,15.07089352607727,4109.898000001907,17152,16384,1.7461345195770264,15.070521116256714,64,128,128,0.2508482666016789,0.919831611099653,1087.1286411552608
Codestral-22B-v0.1,humaneval,1752679038.1987646,batch_0_mns32_max-toks128_n128,22.832667112350464,6307.2919999957085,17152,16384,0.9106793403625488,22.83237600326538,32,128,128,0.38496655273411307,1.393577636918053,717.5683821509269
Codestral-22B-v0.1,humaneval,1752679084.5382693,batch_0_mns128_max-toks256_n128,17.35188865661621,5013.664999961853,17152,32768,3.318202257156372,17.35140323638916,128,256,128,0.15300491332891397,0.529522803844884,1888.4399645744431
Codestral-22B-v0.1,humaneval,1752679132.9959786,batch_0_mns64_max-toks256_n128,26.98728966712952,7812.503000020981,17152,32768,1.7813513278961182,26.986921072006226,64,256,128,0.23841867065493716,0.8235754721681587,1214.201218579996
Codestral-22B-v0.1,humaneval,1752679186.7018323,batch_0_mns32_max-toks256_n128,42.87838864326477,12559.648000001907,17152,32768,0.9253435134887696,42.87805533409119,32,256,128,0.3832900390625582,1.3085344035062008,764.2078220947119
Codestral-22B-v0.1,humaneval,1752679260.878789,batch_0_mns128_max-toks512_n128,33.00800919532776,9554.256999969482,17152,65536,3.3575029373168945,33.007529497146606,128,512,128,0.1457863922114484,0.5036549300712068,1985.457517664426
Codestral-22B-v0.1,humaneval,1752679324.8912723,batch_0_mns64_max-toks512_n128,51.86365294456482,15161.504000008106,17152,65536,1.794299602508545,51.86329174041748,64,512,128,0.2313461914063737,0.7913710287539288,1263.6209807675725
Codestral-22B-v0.1,humaneval,1752679401.880109,batch_0_mns32_max-toks512_n128,83.91748809814453,24724.95699995756,17152,65536,0.9299702644348145,83.9171552658081,32,512,128,0.37727290344173525,1.280474170926027,780.9575987707507
